merchant_id,city
a922826d7953f80e633b1b6622704e51e85c26c502cf7bf458946238d4bc5ae7,Cambridge
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,Los Angeles
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,Los Angeles
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,Los Angeles
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,Los Angeles
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
9a15870507c07cad1c10a85d2ced5e5e9ce9826f387bb5502d424035b781fc44,Chicago
65af6ef51c438c3626559f087707dc8f8b285aac48d3c9011016f2109c011907,Chicago
f53408748c68a643a08c48c4a24bbbc41b1ae9ad863eddf2d302185273eb7d24,Chicago
f53408748c68a643a08c48c4a24bbbc41b1ae9ad863eddf2d302185273eb7d24,Chicago
9a15870507c07cad1c10a85d2ced5e5e9ce9826f387bb5502d424035b781fc44,Chicago
f53408748c68a643a08c48c4a24bbbc41b1ae9ad863eddf2d302185273eb7d24,Chicago
65af6ef51c438c3626559f087707dc8f8b285aac48d3c9011016f2109c011907,Chicago
65af6ef51c438c3626559f087707dc8f8b285aac48d3c9011016f2109c011907,Chicago
9a15870507c07cad1c10a85d2ced5e5e9ce9826f387bb5502d424035b781fc44,Chicago
e046cffdfb0ae18f4f5dddd93908b34d3266005055978d2dbc26c19043a1e1fd,Toronto
e046cffdfb0ae18f4f5dddd93908b34d3266005055978d2dbc26c19043a1e1fd,Toronto
cf40eda04ab3e2c55fe72bd8a6670bfcb4c6aa2de5602e608215826cab40e446,Toronto
ad653031c7aadde42718935424807a55e174945cc713a9eace18b03a936a322e,Toronto
10c11ab9fc4569fa48f43cedc381e26d8b8c4a0122217a650729b600c73c6bc1,Toronto
e046cffdfb0ae18f4f5dddd93908b34d3266005055978d2dbc26c19043a1e1fd,Toronto
e046cffdfb0ae18f4f5dddd93908b34d3266005055978d2dbc26c19043a1e1fd,Toronto
e046cffdfb0ae18f4f5dddd93908b34d3266005055978d2dbc26c19043a1e1fd,Toronto
4ebd3ec0f1ee68f24531ad8a777598c6777d7a2e907106ef0dcf098c4de146d6,Toronto
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,Los Angeles
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
7d9fad159abf371ba17d1678e11db88798eeb7e23c20bc5c32436891da08cc86,Sydney
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
4179086a51ff278b02954f1d3dab538f2552ed3ec04dafe27adf72c7ddaa861c,Cambridge
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
4179086a51ff278b02954f1d3dab538f2552ed3ec04dafe27adf72c7ddaa861c,Cambridge
80812331319653515734c75e9a0058db01d39cf74805f69a7167b4ba7eb421cd,Los Angeles
7dc6aaec834fc290bfb0fa3564e6e6a556cf53057010b255d38b35b425e4aba2,San Francisco
709ca7d1e233b944b2b43566da6ea5c8dbf624a870c4e0aac47b366608b964de,New York
80eab561014366e97c177311c401fed0d88e3c658dbd8e01327ba7d764fc5964,Houston
205b05379d5d0a86c751f45db234edde46f6724d4815d716a9996fef9b29b798,Houston
80eab561014366e97c177311c401fed0d88e3c658dbd8e01327ba7d764fc5964,Houston
80eab561014366e97c177311c401fed0d88e3c658dbd8e01327ba7d764fc5964,Houston
205b05379d5d0a86c751f45db234edde46f6724d4815d716a9996fef9b29b798,Houston
725687c4f8f61fc1d1f0836f99a266ca69227faa1c3c6182e414c69edf7f1089,Houston
4b0e0c8837ca1f868079d93184fa128be1d93eb3b0e1783fa9a5322b2d2727c1,Toronto
647ef444a0e6bd9309101c5b2f05061c519a5dff1e11238496db578bcfdaf318,Los Angeles
437a7820dad2bfceb16a5b47feab029bf341827e562e8d65516a8c131c79020e,Chicago
437a7820dad2bfceb16a5b47feab029bf341827e562e8d65516a8c131c79020e,Chicago
437a7820dad2bfceb16a5b47feab029bf341827e562e8d65516a8c131c79020e,Chicago
171c480036e0cb4b4f1cff01fac7fbca1980d552d6bc40b8819cb82081633535,London
e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,Los Angeles
e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,Los Angeles
4179086a51ff278b02954f1d3dab538f2552ed3ec04dafe27adf72c7ddaa861c,Cambridge
91e1fd471c9e9e50e97619e801b4a4c28676c6688e392cc158ed08097804d627,Los Angeles
b3f7875b55cbb0cd33e09006d07c7af6a0659d3568d27aad65f2659820c1fdb9,Los Angeles
23435eb3c2fa66d8aba8dd1496319c9809351b839d398c53864e85c35b725623,Toronto
3c8b1ae439369cf35994fd616030fed60b1ae4f535aead1164a3bdbca144944e,Toronto
4480df014d928b7c89b35913549772c8d3f65fa7e9338e0d890a5a9f1af04ae5,San Francisco
c52be5895503d4a3bd94c1cdfa14b99f1b7c0c9f0eb978c7ace2f105be10f072,Chicago
c52be5895503d4a3bd94c1cdfa14b99f1b7c0c9f0eb978c7ace2f105be10f072,Chicago
0eb72bd95a5722e89f681b87dcdeeeb20535f60bd9b17a3951660ab02a89f4b5,Los Angeles
e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,Los Angeles
76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,Sydney
48c9f728110008a0ee184d8fefd1fe305f3f6afd5e9db4b422bed5742edaca56,Sydney
76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,Sydney
76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,Sydney
4179086a51ff278b02954f1d3dab538f2552ed3ec04dafe27adf72c7ddaa861c,Cambridge
48c9f728110008a0ee184d8fefd1fe305f3f6afd5e9db4b422bed5742edaca56,Sydney
76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,Sydney
76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,Sydney
e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,Los Angeles
e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,Los Angeles
76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,Sydney
2b59bfb315f1c6ebd901255a782695a8c23e5d1df153f4925ef4ff0183e941b4,San Francisco
76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,Sydney
76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,Sydney
e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,Los Angeles
48c9f728110008a0ee184d8fefd1fe305f3f6afd5e9db4b422bed5742edaca56,Sydney
76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,Sydney
48c9f728110008a0ee184d8fefd1fe305f3f6afd5e9db4b422bed5742edaca56,Sydney
48c9f728110008a0ee184d8fefd1fe305f3f6afd5e9db4b422bed5742edaca56,Sydney
e0009f7bcbd7e180eafcb8dfb95a8bd4c82f99a1cb5a1455fe396f0d4fd29399,Los Angeles
76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,Sydney
48c9f728110008a0ee184d8fefd1fe305f3f6afd5e9db4b422bed5742edaca56,Sydney
76337b5e478fbac5845c5b92518d8a95e54d20851b2970c722836065fc501a83,Sydney
